122;,16,Rio Branco,55426,Joăo Paulo,1200401,AC,1
123;,16,Rio Branco,55461,Parque das Palmeiras,1200401,AC,1
124;,16,Rio Branco,55425,Ayrton Senna,1200401,AC,1
125;,16,Rio Branco,55424,Boa Uniăo,1200401,AC,1
126;,16,Rio Branco,55423,Joăo Eduardo II,1200401,AC,1
127;,16,Rio Branco,55422,Conjunto Bela Vista,1200401,AC,1
128;,16,Rio Branco,55421,Conjunto Castelo Branco,1200401,AC,1
129;,16,Rio Branco,55420,Pista,1200401,AC,1
130;,16,Rio Branco,55419,Glória,1200401,AC,1
131;,16,Rio Branco,55418,Volta Seca,1200401,AC,1
132;,16,Rio Branco,55417,Vila da Amizade,1200401,AC,1
133;,16,Rio Branco,55416,Rosa Linda,1200401,AC,1
134;,16,Rio Branco,55415,Loteamento Santa Helena,1200401,AC,1
135;,16,Rio Branco,55414,Belo Jardim II,1200401,AC,1
136;,16,Rio Branco,55413,Belo Jardim I,1200401,AC,1
137;,16,Rio Branco,55412,Recanto dos Buritis,1200401,AC,1
138;,16,Rio Branco,55411,Amapá,1200401,AC,1
139;,16,Rio Branco,55410,Comara,1200401,AC,1
140;,16,Rio Branco,55409,Triângulo Velho,1200401,AC,1
141;,16,Rio Branco,55408,Vila do DNER,1200401,AC,1
142;,16,Rio Branco,55407,Invasăo da Seis de Agosto,1200401,AC,1
143;,16,Rio Branco,55405,Baixada da Cadeia Velha,1200401,AC,1
144;,16,Rio Branco,55404,Baixada da Habitasa,1200401,AC,1
145;,16,Rio Branco,55403,Habitasa,1200401,AC,1
146;,16,Rio Branco,55402,Loteamento Santa Luzia,1200401,AC,1
147;,16,Rio Branco,55400,Loteamento Jaguar,1200401,AC,1
148;,16,Rio Branco,55399,Conjunto Ouricurí,1200401,AC,1
149;,16,Rio Branco,55398,Parque dos Sabiás,1200401,AC,1
150;,16,Rio Branco,55463,Conjunto Paulo César de Oliveira,1200401,AC,1
151;,16,Rio Branco,31,Jardim Europa,1200401,AC,1
152;,16,Rio Branco,55397,Xavier Maia,1200401,AC,1
153;,16,Rio Branco,55396,Wanderley Dantas,1200401,AC,1
154;,16,Rio Branco,55464,Residencial Petrópolis,1200401,AC,1
155;,16,Rio Branco,55466,Conjunto Mariana,1200401,AC,1
156;,16,Rio Branco,55467,Loteamento Joafra,1200401,AC,1
157;,16,Rio Branco,55395,Chico Mendes,1200401,AC,1
158;,16,Rio Branco,55394,Eldorado,1200401,AC,1
159;,16,Rio Branco,55468,Jardim Brasil,1200401,AC,1
160;,16,Rio Branco,55469,Jardim Primavera,1200401,AC,1
161;,16,Rio Branco,55470,Conjunto Tucumă,1200401,AC,1
162;,16,Rio Branco,55471,Conjunto Rui Lino,1200401,AC,1
163;,16,Rio Branco,55472,Mocinha Magalhăes,1200401,AC,1
164;,16,Rio Branco,55473,Loteamento Vila Maria,1200401,AC,1
165;,17,Rodrigues Alves,39340,Centro,1200427,AC,1
166;,18,Santa Rosa do Purus,39333,Centro,1200435,AC,1
167;,19,Sena Madureira,39330,Centro,1200500,AC,1
168;,20,Senador Guiomard,39324,Centro,1200450,AC,1
169;,21,Tarauacá,39335,Centro,1200609,AC,1
170;,22,Xapuri,39326,Centro,1200708,AC,1
171;,23,Água Branca,38527,Sitio Boqueirăo,2700102,AL,1
172;,23,Água Branca,38526,Centro,2700102,AL,1
173;,25,Limoeiro,79249,Vila Limoeiro,0,AL,1
174;,25,Limoeiro,78730,Centro,0,AL,1
175;,26,Anadia,38532,Centro,2700201,AL,1
176;,27,Anel,38538,Centro,0,AL,1
177;,28,Anum Novo,0,,0,AL,1
178;,29,Anum Velho,0,,0,AL,1
179;,30,Arapiraca,89,Verdes Campos,2700300,AL,1
180;,30,Arapiraca,59967,Área Rural de Arapiraca,2700300,AL,1
181;,30,Arapiraca,64,Brasiliana,2700300,AL,1
182;,30,Arapiraca,63,Brasília,2700300,AL,1
183;,30,Arapiraca,62,Boa Vista,2700300,AL,1
184;,30,Arapiraca,61,Baixăo,2700300,AL,1
185;,30,Arapiraca,60,Baixa Grande,2700300,AL,1
186;,30,Arapiraca,30420,Senador Nilo Coelho,2700300,AL,1
187;,30,Arapiraca,59,Alto do Cruzeiro,2700300,AL,1
188;,30,Arapiraca,88,Senador Teotônio Vilela,2700300,AL,1
189;,30,Arapiraca,87,Senador Arnon de Melo,2700300,AL,1
190;,30,Arapiraca,86,Săo Luiz,2700300,AL,1
191;,30,Arapiraca,86286,Centro (Baixa da Onça),2700300,AL,1
192;,30,Arapiraca,85,Santa Esmeralda,2700300,AL,1
193;,30,Arapiraca,54603,Joăo Paulo II,2700300,AL,1
194;,30,Arapiraca,54604,Massaranduba,2700300,AL,1
195;,30,Arapiraca,54605,Padre Antônio Lima Neto,2700300,AL,1
196;,30,Arapiraca,84,Santa Edwiges,2700300,AL,1
197;,30,Arapiraca,83,Primavera,2700300,AL,1
198;,30,Arapiraca,68,Capiată,2700300,AL,1
199;,30,Arapiraca,72,Guaribas,2700300,AL,1
200;,30,Arapiraca,76,Manuel Teles,2700300,AL,1
201;,30,Arapiraca,82,Zélia Barbosa Rocha,2700300,AL,1
202;,30,Arapiraca,43867,Jardim de Maria,2700300,AL,1
203;,30,Arapiraca,43866,Săo Luiz II,2700300,AL,1
204;,30,Arapiraca,49572,Bom Sucesso,2700300,AL,1
205;,30,Arapiraca,61592,Batingas,2700300,AL,1
206;,30,Arapiraca,61591,Alazăo,2700300,AL,1
207;,30,Arapiraca,81,Planalto,2700300,AL,1
208;,30,Arapiraca,80,Ouro Preto,2700300,AL,1
209;,30,Arapiraca,79,Olho D'Água dos Cazuzinhas,2700300,AL,1
210;,30,Arapiraca,78,Novo Horizonte,2700300,AL,1
211;,30,Arapiraca,77,Nova Esperança,2700300,AL,1
212;,30,Arapiraca,75,Jardim Tropical,2700300,AL,1
213;,30,Arapiraca,74,Jardim Esperança,2700300,AL,1
214;,30,Arapiraca,73,Itapoă,2700300,AL,1
215;,30,Arapiraca,61590,Deputado Nezinho,2700300,AL,1
216;,30,Arapiraca,71,Eldorado,2700300,AL,1
217;,30,Arapiraca,70,Centro,2700300,AL,1
218;,30,Arapiraca,69,Cavaco,2700300,AL,1
219;,30,Arapiraca,67,Canafístula,2700300,AL,1
220;,30,Arapiraca,66,Caititus,2700300,AL,1
221;,30,Arapiraca,65,Cacimbas,2700300,AL,1
222;,31,Atalaia,38520,Centro,2700409,AL,1
223;,31,Atalaia,38546,José Paulino,2700409,AL,1
224;,31,Atalaia,48761,Branca de Atalaia,2700409,AL,1
225;,32,Baixa da Onça,38513,Povoado Baixa da Onça,0,AL,1
226;,33,Baixa do Capim,0,,0,AL,1
227;,34,Bálsamo,0,,0,AL,1
228;,35,Bananeiras,38537,Bananeiras,0,AL,1
229;,36,Barra de Santo Antônio,38759,Centro,2700508,AL,1
230;,37,Barra de Săo Miguel,38771,Centro,2700607,AL,1
231;,38,Barra do Bonifácio,0,,0,AL,1
232;,39,Barra Grande,32239,Barra Grande,0,AL,1
233;,40,Batalha,38774,Centro,2700706,AL,1
234;,42,Belém,38601,Centro,2700805,AL,1
235;,43,Belo Monte,38524,Centro,2700904,AL,1
236;,44,Boa Sorte,0,,0,AL,1
237;,46,Boa Vista,0,,0,AL,1
238;,47,Boca da Mata,38571,Centro,2701001,AL,1
239;,47,Boca da Mata,38570,Peri Peri,2701001,AL,1
240;,48,Bom Jardim,0,,0,AL,1
241;,49,Bonifácio,0,,0,AL,1
242;,50,Branquinha,38602,Centro,2701100,AL,1
243;,51,Cacimbinhas,38749,Centro,2701209,AL,1
244;,52,Cajarana,0,,0,AL,1
245;,53,Cajueiro,38609,Centro,2701308,AL,1
246;,54,Caldeirőes de Cima,0,,0,AL,1
247;,56,Campestre,38652,Centro,2701357,AL,1
248;,57,Campo Alegre,87080,Centro,2701407,AL,1
249;,57,Campo Alegre,87442,Área Rural de Campo Alegre,2701407,AL,1
250;,57,Campo Alegre,87083,Bela Vista (Luziápolis),2701407,AL,1
251;,57,Campo Alegre,87082,Belo Horizonte,2701407,AL,1
252;,57,Campo Alegre,87084,Boa Esperança (Luziápolis),2701407,AL,1
253;,57,Campo Alegre,87087,Centro (Chă da Imbira),2701407,AL,1
254;,57,Campo Alegre,87078,Cruzeiro,2701407,AL,1
255;,57,Campo Alegre,87085,Novo Horizonte (Luziápolis),2701407,AL,1
256;,57,Campo Alegre,87076,Pimenteira,2701407,AL,1
257;,57,Campo Alegre,87086,Santa Luzia (Luziápolis),2701407,AL,1
258;,57,Campo Alegre,87079,Săo Francisco,2701407,AL,1
259;,57,Campo Alegre,87077,Sebastiăo de Oliveira,2701407,AL,1
260;,57,Campo Alegre,87075,Zona Norte,2701407,AL,1
261;,57,Campo Alegre,87081,Ozar da Cunha Lima,2701407,AL,1
262;,58,Campo Grande,38626,Centro,2701506,AL,1
263;,59,Canaă,38464,Povoado Capim,0,AL,1
264;,59,Canaă,38463,Centro,0,AL,1
265;,60,Canafístula,38525,Canafístula,0,AL,1
266;,61,Canapi,38543,Centro,2701605,AL,1
267;,62,Canastra,38545,Centro,0,AL,1
268;,63,Cangandu,0,,0,AL,1
269;,64,Capela,38778,Centro,2701704,AL,1
270;,65,Carneiros,38751,Centro,2701803,AL,1
271;,66,Carrasco,0,,0,AL,1
272;,67,Chă Preta,38614,Centro,2701902,AL,1
273;,68,Coité do Nóia,32276,Povoado Lagoinha,2702009,AL,1
274;,68,Coité do Nóia,32278,Povoado Oitizeiro,2702009,AL,1
275;,68,Coité do Nóia,38669,Centro,2702009,AL,1
276;,69,Colônia Leopoldina,38627,Centro,2702108,AL,1
277;,70,Coqueiro Seco,38772,Centro,2702207,AL,1
278;,71,Coruripe,48861,Pontal de Coruripe,2702306,AL,1
279;,71,Coruripe,48860,Bonsucesso,2702306,AL,1
280;,71,Coruripe,48859,Botafogo,2702306,AL,1
281;,71,Coruripe,32288,Pindorama,2702306,AL,1
282;,71,Coruripe,32287,Barreiras,2702306,AL,1
283;,71,Coruripe,38783,Centro,2702306,AL,1
284;,72,Coruripe da Cal,0,,0,AL,1
285;,73,Craíbas,38588,Centro,2702355,AL,1
286;,73,Craíbas,32251,Folha Miúda de Cima,2702355,AL,1
287;,74,Delmiro Gouveia,38559,Centro,2702405,AL,1
288;,74,Delmiro Gouveia,56683,Lagoinha,2702405,AL,1
289;,75,Dois Riachos,38752,Centro,2702504,AL,1
290;,76,Entremontes,0,,0,AL,1
291;,77,Estrela de Alagoas,38530,Centro,2702553,AL,1
292;,78,Feira Grande,38672,Centro,2702603,AL,1
293;,79,Feliz Deserto,38677,Centro,2702702,AL,1
294;,81,Flexeiras,38775,Centro,2702801,AL,1
295;,84,Girau do Ponciano,59262,Progresso,2702900,AL,1
296;,84,Girau do Ponciano,48862,Canafístula do Cipriano,2702900,AL,1
297;,84,Girau do Ponciano,38678,Centro,2702900,AL,1
298;,85,Ibateguara,38597,Centro,2703007,AL,1
299;,86,Igaci,38621,Centro,2703106,AL,1
300;,87,Igreja Nova,38743,Centro,2703205,AL,1
301;,88,Inhapi,72496,Monte Castelo,2703304,AL,1
302;,88,Inhapi,38645,Centro,2703304,AL,1
303;,89,Jacaré dos Homens,38747,Centro,2703403,AL,1
304;,90,Jacuípe,38782,Centro,2703502,AL,1
305;,91,Japaratinga,38781,Centro,2703601,AL,1
306;,92,Jaramataia,38744,Centro,2703700,AL,1
307;,93,Jenipapo,0,,0,AL,1
308;,94,Joaquim Gomes,38780,Centro,2703809,AL,1
309;,95,Jundiá,38779,Centro,2703908,AL,1
310;,96,Junqueiro,38521,Centro,2704005,AL,1
311;,97,Lagoa da Areia,0,,0,AL,1
312;,98,Lagoa da Canoa,38564,Centro,2704104,AL,1
313;,98,Lagoa da Canoa,32282,Vila Mata Limpa,2704104,AL,1
314;,100,Lagoa Dantas,0,,0,AL,1
315;,101,Lagoa do Caldeirăo,38512,Zona Rural,0,AL,1
316;,102,Lagoa do Canto,0,,0,AL,1
317;,103,Lagoa do Exú,0,,0,AL,1
318;,104,Lagoa do Rancho,38541,Centro,0,AL,1
319;,105,Lagoa do Rancho,0,,0,AL,1
320;,106,Lajes do Caldeirăo,0,,0,AL,1
321;,107,Laranjal,0,,0,AL,1
322;,108,Limoeiro de Anadia,38566,Centro,2704203,AL,1
323;,109,Maceió,32426,Jardim Petrópolis,2704302,AL,1
324;,109,Maceió,126,Santa Amélia,2704302,AL,1
325;,109,Maceió,59966,Área Rural de Maceió,2704302,AL,1
326;,109,Maceió,117,Pitanguinha,2704302,AL,1
327;,109,Maceió,113,Mutange,2704302,AL,1
328;,109,Maceió,108,Jacintinho,2704302,AL,1
329;,109,Maceió,32425,Cidade Universitária,2704302,AL,1
330;,109,Maceió,32424,Clima Bom,2704302,AL,1
331;,109,Maceió,32423,Santo Amaro,2704302,AL,1
332;,109,Maceió,32422,Petrópolis,2704302,AL,1
333;,109,Maceió,32421,Săo Jorge,2704302,AL,1
334;,109,Maceió,30657,Guaxuma,2704302,AL,1
335;,109,Maceió,30656,Pescaria,2704302,AL,1
336;,109,Maceió,30655,Garça Torta,2704302,AL,1
337;,109,Maceió,30464,Chă de Bebedouro,2704302,AL,1
338;,109,Maceió,90,Santos Dumont,2704302,AL,1
339;,109,Maceió,91,Antares,2704302,AL,1
340;,109,Maceió,92,Barro Duro,2704302,AL,1
341;,109,Maceió,93,Bebedouro,2704302,AL,1
342;,109,Maceió,95,Benedito Bentes,2704302,AL,1
343;,109,Maceió,96,Bom Parto,2704302,AL,1
344;,109,Maceió,97,Canaă,2704302,AL,1
345;,109,Maceió,98,Centro,2704302,AL,1
346;,109,Maceió,99,Chă da Jaqueira,2704302,AL,1
347;,109,Maceió,100,Cruz das Almas,2704302,AL,1
348;,109,Maceió,101,Farol,2704302,AL,1
349;,109,Maceió,102,Feitosa,2704302,AL,1
350;,109,Maceió,103,Fernăo Velho,2704302,AL,1
351;,109,Maceió,104,Ipioca,2704302,AL,1
352;,109,Maceió,105,Gruta de Lourdes,2704302,AL,1
353;,109,Maceió,107,Jacarecica,2704302,AL,1
354;,109,Maceió,109,Jaraguá,2704302,AL,1
355;,109,Maceió,110,Jatiúca,2704302,AL,1
356;,109,Maceió,111,Levada,2704302,AL,1
357;,109,Maceió,112,Mangabeiras,2704302,AL,1
358;,109,Maceió,114,Ouro Preto,2704302,AL,1
359;,109,Maceió,115,Pajuçara,2704302,AL,1
360;,109,Maceió,116,Pinheiro,2704302,AL,1
361;,109,Maceió,118,Poço,2704302,AL,1
362;,109,Maceió,119,Ponta da Terra,2704302,AL,1
363;,109,Maceió,120,Ponta Grossa,2704302,AL,1
364;,109,Maceió,121,Ponta Verde,2704302,AL,1
365;,109,Maceió,122,Pontal da Barra,2704302,AL,1
366;,109,Maceió,123,Prado,2704302,AL,1
367;,109,Maceió,124,Riacho Doce,2704302,AL,1
368;,109,Maceió,125,Rio Novo,2704302,AL,1
369;,109,Maceió,128,Serraria,2704302,AL,1
370;,109,Maceió,129,Tabuleiro do Martins,2704302,AL,1
371;,109,Maceió,130,Trapiche da Barra,2704302,AL,1
372;,109,Maceió,131,Vergel do Lago,2704302,AL,1
373;,109,Maceió,32427,Santa Lúcia,2704302,AL,1
374;,110,Major Isidoro,32272,Centro,2704401,AL,1
375;,110,Major Isidoro,32279,Povoado de Capelinha,2704401,AL,1
376;,111,Mar Vermelho,38623,Centro,2704906,AL,1
377;,112,Maragogi,32234,Povoado Săo Bento,2704500,AL,1
378;,112,Maragogi,38618,Centro,2704500,AL,1
379;,113,Maravilha,38630,Centro,2704609,AL,1
380;,114,Marechal Deodoro,32242,Povoado Barra Nova,2704708,AL,1
381;,114,Marechal Deodoro,32267,Polo Cloroquimico,2704708,AL,1
382;,114,Marechal Deodoro,32245,Praia do Francęs,2704708,AL,1
383;,114,Marechal Deodoro,38622,Centro,2704708,AL,1
384;,115,Maribondo,38534,Mata Verde,2704807,AL,1
385;,115,Maribondo,38535,Centro,2704807,AL,1
386;,117,Mata Grande,38624,Centro,2705002,AL,1
387;,117,Mata Grande,86142,Bom Sucesso,2705002,AL,1
388;,117,Mata Grande,33082,Povoado Santa Cruz do Deserto,2705002,AL,1
389;,118,Matriz de Camaragibe,38777,Centro,2705101,AL,1
390;,119,Messias,34147,Centro,2705200,AL,1
391;,120,Minador do Negrăo,38625,Centro,2705309,AL,1
392;,121,Monteirópolis,38641,Centro,2705408,AL,1
393;,122,Moreira,0,,0,AL,1
394;,123,Munguba,78725,Centro,0,AL,1
395;,124,Murici,38586,Centro,2705507,AL,1
396;,125,Novo Lino,38776,Centro,2705606,AL,1
397;,126,Olho D'Água Grande,38746,Centro,2705903,AL,1
398;,127,Olho D'Água das Flores,38616,Centro,2705705,AL,1
399;,128,Olho D'Água de Cima,0,,0,AL,1
400;,129,Olho D'Água do Casado,38642,Centro,2705804,AL,1
401;,131,Olivença,38643,Centro,2706000,AL,1
402;,132,Ouro Branco,38644,Centro,2706109,AL,1
403;,133,Palestina,38654,Centro,2706208,AL,1
404;,134,Palmeira de Fora,0,,0,AL,1
405;,135,Palmeira dos Índios,140,Săo Cristóvăo,2706307,AL,1
406;,135,Palmeira dos Índios,141,Săo Francisco,2706307,AL,1
407;,135,Palmeira dos Índios,142,Tenório Cavalcante,2706307,AL,1
408;,135,Palmeira dos Índios,144,Vila Maria,2706307,AL,1
409;,135,Palmeira dos Índios,56532,Graciliano Ramos,2706307,AL,1
410;,135,Palmeira dos Índios,59968,Área Rural de Palmeira dos Índios,2706307,AL,1
411;,135,Palmeira dos Índios,138,Paraíso,2706307,AL,1
412;,135,Palmeira dos Índios,137,Palmeira de Fora,2706307,AL,1
413;,135,Palmeira dos Índios,136,Juca Sampaio,2706307,AL,1
414;,135,Palmeira dos Índios,135,Jardim Brasil,2706307,AL,1
415;,135,Palmeira dos Índios,134,Sonho Verde,2706307,AL,1
416;,135,Palmeira dos Índios,133,Centro,2706307,AL,1
417;,135,Palmeira dos Índios,132,Alto do Cruzeiro,2706307,AL,1
418;,135,Palmeira dos Índios,139,Ribeira,2706307,AL,1
419;,135,Palmeira dos Índios,52410,José Maia Costa,2706307,AL,1
420;,135,Palmeira dos Índios,52411,Goití,2706307,AL,1
421;,135,Palmeira dos Índios,146,Xucurus,2706307,AL,1
422;,135,Palmeira dos Índios,29976,Săo Luiz,2706307,AL,1
423;,136,Păo de Açúcar,32284,Povoado Impoeiras,2706406,AL,1
424;,136,Păo de Açúcar,32286,Machado,2706406,AL,1
425;,136,Păo de Açúcar,38574,Centro,2706406,AL,1
426;,136,Păo de Açúcar,32285,Vila Limoeiro,2706406,AL,1
427;,137,Pariconha,48956,Centro,2706422,AL,1
428;,137,Pariconha,32283,Pariconha,2706422,AL,1
429;,138,Paripueira,38651,Centro,2706448,AL,1
430;,139,Passo de Camaragibe,32238,Centro,2706505,AL,1
431;,140,Pau D'Arco,0,,0,AL,1
432;,141,Pau Ferro,0,,0,AL,1
433;,142,Paulo Jacinto,38617,Centro,2706604,AL,1
434;,143,Penedo,38575,Centro,2706703,AL,1
435;,144,Piaçabuçu,38576,Centro,2706802,AL,1
436;,145,Pilar,38544,Centro,2706901,AL,1
437;,146,Pindoba,38612,Centro,2707008,AL,1
438;,147,Piranhas,86958,Centro Histórico,2707107,AL,1
439;,147,Piranhas,86961,Centro (Entremontes),2707107,AL,1
440;,147,Piranhas,66836,Nossa Senhora da Saúde,2707107,AL,1
441;,147,Piranhas,86921,Vila Alagoas,2707107,AL,1
442;,147,Piranhas,86959,Centro (Piau),2707107,AL,1
443;,147,Piranhas,86940,Vila Sergipe,2707107,AL,1
444;,147,Piranhas,86960,Centro (Lagoa Nova),2707107,AL,1
445;,147,Piranhas,86956,Cascavel,2707107,AL,1
446;,147,Piranhas,86935,Canions do Săo Francisco,2707107,AL,1
447;,147,Piranhas,86965,Área Rural de Piranhas,2707107,AL,1
448;,147,Piranhas,86930,Săo Francisco,2707107,AL,1
449;,147,Piranhas,86926,Nossa Senhora das Graças,2707107,AL,1
450;,148,Poçăo,0,,0,AL,1
451;,149,Poço da Pedra,0,,0,AL,1
